ID,PARENTID,ORGTYPE,UIC,SUBUNIT,LDUIC,TITLE,PARNO,GRADE,POSCO,ERC,OFF,WO,ENL,MIL,CIV,AUTHEQP,RUNDATE
72060793958881107,72060793958881069,UN,,,,Tactical Command Post (CP),,,,,1,0,11,12,0,0,23-Mar-2026
72060793958881108,72060793958881107,UN,,,,Current Operations (CUOPS),103,,,,1,0,8,9,0,0,23-Mar-2026
72060793979034309,72060793958881108,BL,,,,Assistant Operations Officer,103,O-4,12A00,,1,0,0,1,0,0,23-Mar-2026
72060793979034309,72060793979034309,EQ,,,,MASK SYSTEM CHEMICA,103,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060793979034309,72060793979034309,EQ,,,,BAYONET MULTI SYS M9,103,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060793979034309,72060793979034309,EQ,,,,"PISTOL,9MM,SEMIAUTO",103,,P05043,A,0,0,0,0,0,1,23-Mar-2026
72060793958881110,72060793958881108,CR,,,,Truck: Light Command and Control (C2) Vehicle,103,,,,0,0,1,1,0,0,23-Mar-2026
72060793958881111,72060793958881110,BL,,,,Vehicle Driver,103,E-3,12B1O,,0,0,1,1,0,0,23-Mar-2026
72060793958881111,72060793958881111,EQ,,,,MACH GUN 5.56MM M249,103,,M09009,A,0,0,0,0,0,1,23-Mar-2026
72060793958881111,72060793958881111,EQ,,,,SIGHT BORE OPT M150,103,,S45729,A,0,0,0,0,0,1,23-Mar-2026
72060793958881111,72060793958881111,EQ,,,,MASK SYSTEM CHEMICA,103,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060793958881111,72060793958881111,EQ,,,,BAYONET MULTI SYS M9,103,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060793958881110,72060793958881110,EQ,,,,RADIO SET AN/VRC-92F,103,,R45543,A,0,0,0,0,0,1,23-Mar-2026
72060793958881110,72060793958881110,EQ,,,,POWER SUPPLY,103,,P40750,A,0,0,0,0,0,1,23-Mar-2026
72060793958881110,72060793958881110,EQ,,,,ANT GRP OE-254()/GRC,103,,A79381,A,0,0,0,0,0,2,23-Mar-2026
72060793958881110,72060793958881110,EQ,,,,TLR CGO HI MOB 3/4T,103,,T95992,A,0,0,0,0,0,1,23-Mar-2026
72060793958881110,72060793958881110,EQ,,,,NIGHT VIS G AN/PVS-7A,103,,N05482,A,0,0,0,0,0,2,23-Mar-2026
72060793958881110,72060793958881110,EQ,,,,TR UT EX CAP: M1165A1,103,,T56383,A,0,0,0,0,0,1,23-Mar-2026
72060793958881110,72060793958881110,EQ,,,,ENCRYPTION-DECRYPTI,103,,E05008,A,0,0,0,0,0,1,23-Mar-2026
72060793958881110,72060793958881110,EQ,,,,"COMPUTER SYSTEM,DIGIT",103,,C05036,A,0,0,0,0,0,1,23-Mar-2026
72060793958881110,72060793958881110,EQ,,,,RADIO SET AN/PSC-5C,103,,R57606,A,0,0,0,0,0,1,23-Mar-2026
72060793958881110,72060793958881110,EQ,,,,SOFTWARE,103,,M05098,A,0,0,0,0,0,1,23-Mar-2026
72060793958881110,72060793958881110,EQ,,,,NA SE SA AN/PSN-13(A),103,,N96248,A,0,0,0,0,0,1,23-Mar-2026
72060793958881112,72060793958881108,BL,,,,Chief Engineer Non-commissioned Officer (NCO),103,E-9,12A6O,,0,0,1,1,0,0,23-Mar-2026
72060793958881112,72060793958881112,EQ,,,,SIGHT REFLEX COLLIMA,103,,S60288,A,0,0,0,0,0,1,23-Mar-2026
72060793958881112,72060793958881112,EQ,,,,CARBINE 5.56MILL M4A1,103,,C06935,A,0,0,0,0,0,1,23-Mar-2026
72060793958881112,72060793958881112,EQ,,,,MASK SYSTEM CHEMICA,103,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060793958881112,72060793958881112,EQ,,,,BAYONET MULTI SYS M9,103,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060793958881113,72060793958881108,CR,,,,Truck: Light Cargo/Troop,103,,,,0,0,0,0,0,0,23-Mar-2026
72060793958881113,72060793958881113,EQ,,,,NIGHT VIS G AN/PVS-7A,103,,N05482,A,0,0,0,0,0,2,23-Mar-2026
72060793958881113,72060793958881113,EQ,,,,RADIO SET AN/VRC-92F,103,,R45543,A,0,0,0,0,0,1,23-Mar-2026
72060793958881113,72060793958881113,EQ,,,,TRK UT EX CAP M1152A1,103,,T37588,A,0,0,0,0,0,1,23-Mar-2026
72060793958881113,72060793958881113,EQ,,,,NA SE SA AN/PSN-13(A),103,,N96248,A,0,0,0,0,0,1,23-Mar-2026
72060793958881113,72060793958881113,EQ,,,,SOFTWARE,103,,M05098,A,0,0,0,0,0,1,23-Mar-2026
72060793958881113,72060793958881113,EQ,,,,ENCRYPTION-DECRYPTI,103,,E05008,A,0,0,0,0,0,1,23-Mar-2026
72060793958881113,72060793958881113,EQ,,,,"COMPUTER SYSTEM,DIGIT",103,,C05036,A,0,0,0,0,0,1,23-Mar-2026
72060793958881115,72060793958881108,BL,,,,Assistant Operations Sergeant,103,E-8,12X5O,,0,0,1,1,0,0,23-Mar-2026
72060793958881115,72060793958881115,EQ,,,,SIGHT REFLEX COLLIMA,103,,S60288,A,0,0,0,0,0,1,23-Mar-2026
72060793958881115,72060793958881115,EQ,,,,CARBINE 5.56MILL M4A1,103,,C06935,A,0,0,0,0,0,1,23-Mar-2026
72060793958881115,72060793958881115,EQ,,,,MASK SYSTEM CHEMICA,103,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060793958881115,72060793958881115,EQ,,,,BAYONET MULTI SYS M9,103,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060793958881116,72060793958881108,CR,,,,Truck: Light Medium Tactical Vehicle (LMTV),103,,,,0,0,1,1,0,0,23-Mar-2026
72060793958881117,72060793958881116,BL,,,,Vehicle Driver,103,E-3,12B1O,,0,0,1,1,0,0,23-Mar-2026
72060793958881117,72060793958881117,EQ,,,,MACH GUN 5.56MM M249,103,,M09009,A,0,0,0,0,0,1,23-Mar-2026
72060793958881117,72060793958881117,EQ,,,,MASK SYSTEM CHEMICA,103,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060793958881117,72060793958881117,EQ,,,,SIGHT BORE OPT M150,103,,S45729,A,0,0,0,0,0,1,23-Mar-2026
72060793958881117,72060793958881117,EQ,,,,BAYONET MULTI SYS M9,103,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060793958881116,72060793958881116,EQ,,,,NIGHT VIS G AN/PVS-7A,103,,N05482,A,0,0,0,0,0,2,23-Mar-2026
72060793958881116,72060793958881116,EQ,,,,TRK CG M1078A1P2 WO/W,103,,T59448,A,0,0,0,0,0,1,23-Mar-2026
72060793958881116,72060793958881116,EQ,,,,RADIO SET AN/VRC-90F,103,,R68044,A,0,0,0,0,0,1,23-Mar-2026
72060793958881119,72060793958881108,BL,,,,Construction Operations Sergeant,103,E-7,12H4O,,0,0,1,1,0,0,23-Mar-2026
72060793958881119,72060793958881119,EQ,,,,CARBINE 5.56MILL M4A1,103,,C06935,A,0,0,0,0,0,1,23-Mar-2026
72060793958881119,72060793958881119,EQ,,,,MASK SYSTEM CHEMICA,103,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060793958881119,72060793958881119,EQ,,,,BAYONET MULTI SYS M9,103,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060793958881119,72060793958881119,EQ,,,,SIGHT BORE OPT M150,103,,S45729,A,0,0,0,0,0,1,23-Mar-2026
72060794061793793,72060793958881108,BL,,,,#1 Information Technician Specialist,103,E-4,25B1O,,0,0,1,1,0,0,23-Mar-2026
72060794061793793,72060794061793793,EQ,,,,MASK SYSTEM CHEMICA,103,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060794061793793,72060794061793793,EQ,,,,TOOL KIT TK-17,103,,T57382,A,0,0,0,0,0,1,23-Mar-2026
72060794061793793,72060794061793793,EQ,,,,SIGHT REFLEX COLLIMA,103,,S60288,A,0,0,0,0,0,1,23-Mar-2026
72060794061793793,72060794061793793,EQ,,,,CARBINE 5.56MILL M4A1,103,,C06935,A,0,0,0,0,0,1,23-Mar-2026
72060794061793793,72060794061793793,EQ,,,,BAYONET MULTI SYS M9,103,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060793958881108,72060793958881108,EQ,,,,PWER PLANT UTILITY,103,,P63394,A,0,0,0,0,0,1,23-Mar-2026
72060793958881108,72060793958881108,EQ,,,,RADIAC ST AN/UDR-13,103,,R31061,A,0,0,0,0,0,1,23-Mar-2026
72060793958881108,72060793958881108,EQ,,,,COMPUTER SYS: DIG,103,,C27963,A,0,0,0,0,0,1,23-Mar-2026
72060793958881108,72060793958881108,EQ,,,,DTCTR CHMCL AGNT A,103,,J00697,A,0,0,0,0,0,1,23-Mar-2026
72060793958881108,72060793958881108,EQ,,,,GEN SET MEP MOD 501-A,103,,G36237,A,0,0,0,0,0,1,23-Mar-2026
72060793958881108,72060793958881108,EQ,,,,COL PROT EQ NBC M20,103,,C79000,A,0,0,0,0,0,1,23-Mar-2026
72060793958881108,72060793958881108,EQ,,,,PWR PLT: UTILITY (MD),103,,P63462,A,0,0,0,0,0,1,23-Mar-2026
72060793958881108,72060793958881108,EQ,,,,COMMUNICATION SUBS,103,,C88821,A,0,0,0,0,0,2,23-Mar-2026
72060793958881108,72060793958881108,EQ,,,,RADIAC SET AN/VDR-2,103,,R20684,A,0,0,0,0,0,1,23-Mar-2026
72060793958881108,72060793958881108,EQ,,,,"TRANSFER UNIT,CRYPTOG",103,,C05002,A,0,0,0,0,0,1,23-Mar-2026
72060795333749809,72060793958881108,BL,,,,#2 Information Technician Specialist,103,E-3,25B1O,,0,0,1,1,0,0,23-Mar-2026
72060795333749809,72060795333749809,EQ,,,,MASK SYSTEM CHEMICA,103,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060795333749809,72060795333749809,EQ,,,,SIGHT REFLEX COLLIMA,103,,S60288,A,0,0,0,0,0,1,23-Mar-2026
72060795333749809,72060795333749809,EQ,,,,CARBINE 5.56MILL M4A1,103,,C06935,A,0,0,0,0,0,1,23-Mar-2026
72060795333749809,72060795333749809,EQ,,,,TOOL KIT TK-17,103,,T57382,A,0,0,0,0,0,1,23-Mar-2026
72060795333749809,72060795333749809,EQ,,,,BAYONET MULTI SYS M9,103,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060793958881108,72060793958881108,EQ,,,,"TRANSFER UNIT,CRYPTOG",103,,C05002,A,0,0,0,0,0,1,23-Mar-2026
72060793958881108,72060793958881108,EQ,,,,RECEIVE SUITE,103,,R30658,A,0,0,0,0,0,1,23-Mar-2026
72060793958881108,72060793958881108,EQ,,,,COM ST DIG OL-605/TYQ,103,,C05070,A,0,0,0,0,0,1,23-Mar-2026
72060793958881108,72060793958881108,EQ,,,,COMPUTER SYSTEM DIG,103,,C18891,A,0,0,0,0,0,3,23-Mar-2026
72060793958881108,72060793958881108,EQ,,,,SOFTWARE,103,,M05087,A,0,0,0,0,0,1,23-Mar-2026
72060793958881108,72060793958881108,EQ,,,,COMMAND SYSTEM TACTIC,103,,C61290,A,0,0,0,0,0,3,23-Mar-2026
72060795929908231,72060793958881108,BL,,,,Senior Signal Operations Non-comissioned Officer (NCO),103,E-7,25U4O,,0,0,1,1,0,0,23-Mar-2026
72060795929908231,72060795929908231,EQ,,,,BAYONET MULTI SYS M9,103,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060795929908231,72060795929908231,EQ,,,,CARBINE 5.56MILL M4A1,103,,C06935,A,0,0,0,0,0,1,23-Mar-2026
72060795929908231,72060795929908231,EQ,,,,MASK SYSTEM CHEMICA,103,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060795929908231,72060795929908231,EQ,,,,SIGHT REFLEX COLLIMA,103,,S60288,A,0,0,0,0,0,1,23-Mar-2026
72060793958881122,72060793958881107,UN,,,,Current Operations (CUOPS)/Intelligence Element,104,,,,0,0,1,1,0,0,23-Mar-2026
72060793958881123,72060793958881122,BL,,,,Senior Technical Intelligence (TI) Analyst,104,E-7,35F4O,,0,0,1,1,0,0,23-Mar-2026
72060793958881123,72060793958881123,EQ,,,,SIGHT REFLEX COLLIMA,104,,S60288,A,0,0,0,0,0,1,23-Mar-2026
72060793958881123,72060793958881123,EQ,,,,MASK SYSTEM CHEMICA,104,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060793958881123,72060793958881123,EQ,,,,CARBINE 5.56MILL M4A1,104,,C06935,A,0,0,0,0,0,1,23-Mar-2026
72060793958881123,72060793958881123,EQ,,,,"WORKSTATION,PORTABLE",104,,A35329,A,0,0,0,0,0,1,23-Mar-2026
72060793958881123,72060793958881123,EQ,,,,BAYONET MULTI SYS M9,104,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060793958881122,72060793958881122,EQ,,,,COMPUTER SYS: DIG,104,,C27963,A,0,0,0,0,0,1,23-Mar-2026
72060793958881124,72060793958881107,UN,,,,Current Operations (CUOPS)/Support Staff,105,,,,0,0,2,2,0,0,23-Mar-2026
72060793958881125,72060793958881124,BL,,,,Senior Human Resources Sergeant,105,E-8,42A5O,,0,0,1,1,0,0,23-Mar-2026
72060793958881125,72060793958881125,EQ,,,,MASK SYSTEM CHEMICA,105,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060793958881125,72060793958881125,EQ,,,,SIGHT REFLEX COLLIMA,105,,S60288,A,0,0,0,0,0,1,23-Mar-2026
72060793958881125,72060793958881125,EQ,,,,CARBINE 5.56MILL M4A1,105,,C06935,A,0,0,0,0,0,1,23-Mar-2026
72060793958881125,72060793958881125,EQ,,,,BAYONET MULTI SYS M9,105,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060793958881126,72060793958881124,BL,,,,Supply Specialist,105,E-3,92Y1O,,0,0,1,1,0,0,23-Mar-2026
72060793958881126,72060793958881126,EQ,,,,MASK SYSTEM CHEMICA,105,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060793958881126,72060793958881126,EQ,,,,CARBINE 5.56MILL M4A1,105,,C06935,A,0,0,0,0,0,1,23-Mar-2026
72060793958881126,72060793958881126,EQ,,,,SIGHT REFLEX COLLIMA,105,,S60288,A,0,0,0,0,0,1,23-Mar-2026
72060793958881126,72060793958881126,EQ,,,,BAYONET MULTI SYS M9,105,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060793958881124,72060793958881124,EQ,,,,COMPUTER SYS: DIG,105,,C27963,A,0,0,0,0,0,1,23-Mar-2026
72060793958881127,72060793958881069,UN,,,,Main Command Post (MCP),,,,,24,8,60,92,0,0,23-Mar-2026
72060793958881128,72060793958881127,UN,,,,Current Operations (CUOPS),106,,,,3,1,7,11,0,0,23-Mar-2026
72060793979034329,72060793958881128,BL,,,,S3/Operations Staff Officer,106,O-5,12A00,,1,0,0,1,0,0,23-Mar-2026
72060793979034329,72060793979034329,EQ,,,,MASK SYSTEM CHEMICA,106,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060793979034329,72060793979034329,EQ,,,,"PISTOL,9MM,SEMIAUTO",106,,P05043,A,0,0,0,0,0,1,23-Mar-2026
72060793979034329,72060793979034329,EQ,,,,BAYONET MULTI SYS M9,106,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060793958881130,72060793958881128,CR,,,,Truck: Light Command and Control (C2) Vehicle,106,,,,0,0,1,1,0,0,23-Mar-2026
72060793958881131,72060793958881130,BL,,,,Vehicle Driver,106,E-3,12B1O,,0,0,1,1,0,0,23-Mar-2026
72060793958881131,72060793958881131,EQ,,,,MASK SYSTEM CHEMICA,106,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060793958881131,72060793958881131,EQ,,,,MACH GUN 5.56MM M249,106,,M09009,A,0,0,0,0,0,1,23-Mar-2026
72060793958881131,72060793958881131,EQ,,,,SIGHT BORE OPT M150,106,,S45729,A,0,0,0,0,0,1,23-Mar-2026
72060793958881131,72060793958881131,EQ,,,,BAYONET MULTI SYS M9,106,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060793958881130,72060793958881130,EQ,,,,RADIO SET AN/VRC-92F,106,,R45543,A,0,0,0,0,0,1,23-Mar-2026
72060793958881130,72060793958881130,EQ,,,,POWER SUPPLY,106,,P40750,A,0,0,0,0,0,1,23-Mar-2026
72060793958881130,72060793958881130,EQ,,,,ANT GRP OE-254()/GRC,106,,A79381,A,0,0,0,0,0,1,23-Mar-2026
72060793958881130,72060793958881130,EQ,,,,NIGHT VIS G AN/PVS-7A,106,,N05482,A,0,0,0,0,0,2,23-Mar-2026
72060793958881130,72060793958881130,EQ,,,,TR UT EX CAP: M1165A1,106,,T56383,A,0,0,0,0,0,1,23-Mar-2026
72060793958881130,72060793958881130,EQ,,,,ENCRYPTION-DECRYPTI,106,,E05008,A,0,0,0,0,0,1,23-Mar-2026
72060793958881130,72060793958881130,EQ,,,,"COMPUTER SYSTEM,DIGIT",106,,C05036,A,0,0,0,0,0,1,23-Mar-2026
72060793958881130,72060793958881130,EQ,,,,SOFTWARE,106,,M05098,A,0,0,0,0,0,1,23-Mar-2026
72060793958881130,72060793958881130,EQ,,,,NA SE SA AN/PSN-13(A),106,,N96248,A,0,0,0,0,0,1,23-Mar-2026
72060793958881136,72060793958881128,CR,,,,Truck: Light Medium Tactical Vehicle (LMTV),106,,,,0,0,0,0,0,0,23-Mar-2026
72060793958881136,72060793958881136,EQ,,,,TRLER FLAT BED M1082,106,,T96564,A,0,0,0,0,0,1,23-Mar-2026
72060793958881136,72060793958881136,EQ,,,,NIGHT VIS G AN/PVS-7A,106,,N05482,A,0,0,0,0,0,2,23-Mar-2026
72060793958881136,72060793958881136,EQ,,,,RADIO SET AN/VRC-90F,106,,R68044,A,0,0,0,0,0,1,23-Mar-2026
72060793958881136,72060793958881136,EQ,,,,TRK CG M1078A1P2 WO/W,106,,T59448,A,0,0,0,0,0,1,23-Mar-2026
72060793979034334,72060793958881128,BL,,,,Assistant Operations Officer,106,O-3,12A00,,1,0,0,1,0,0,23-Mar-2026
72060793979034334,72060793979034334,EQ,,,,SIGHT REFLEX COLLIMA,106,,S60288,A,0,0,0,0,0,1,23-Mar-2026
72060793979034334,72060793979034334,EQ,,,,MASK SYSTEM CHEMICA,106,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060793979034334,72060793979034334,EQ,,,,CARBINE 5.56MILL M4A1,106,,C06935,A,0,0,0,0,0,1,23-Mar-2026
72060793979034334,72060793979034334,EQ,,,,BAYONET MULTI SYS M9,106,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060793958881137,72060793958881128,BL,,,,Chief Bridge Non-commissioned Officer (NCO),106,E-8,12Z5O,,0,0,1,1,0,0,23-Mar-2026
72060793958881137,72060793958881137,EQ,,,,MASK SYSTEM CHEMICA,106,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060793958881137,72060793958881137,EQ,,,,SIGHT REFLEX COLLIMA,106,,S60288,A,0,0,0,0,0,1,23-Mar-2026
72060793958881137,72060793958881137,EQ,,,,CARBINE 5.56MILL M4A1,106,,C06935,A,0,0,0,0,0,1,23-Mar-2026
72060793958881137,72060793958881137,EQ,,,,BAYONET MULTI SYS M9,106,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060794020462704,72060793958881128,BL,,,,Construction Inspector,106,E-6,12N3O,,0,0,1,1,0,0,23-Mar-2026
72060794020462704,72060794020462704,EQ,,,,SIGHT REFLEX COLLIMA,106,,S60288,A,0,0,0,0,0,1,23-Mar-2026
72060794020462704,72060794020462704,EQ,,,,MASK SYSTEM CHEMICA,106,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060794020462704,72060794020462704,EQ,,,,CARBINE 5.56MILL M4A1,106,,C06935,A,0,0,0,0,0,1,23-Mar-2026
72060794020462704,72060794020462704,EQ,,,,BAYONET MULTI SYS M9,106,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060794020462705,72060793958881128,BL,,,,Assistant Operations Sergeant,106,E-6,12B3O,,0,0,1,1,0,0,23-Mar-2026
72060794020462705,72060794020462705,EQ,,,,MASK SYSTEM CHEMICA,106,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060794020462705,72060794020462705,EQ,,,,SIGHT REFLEX COLLIMA,106,,S60288,A,0,0,0,0,0,1,23-Mar-2026
72060794020462705,72060794020462705,EQ,,,,CARBINE 5.56MILL M4A1,106,,C06935,A,0,0,0,0,0,1,23-Mar-2026
72060794020462705,72060794020462705,EQ,,,,BAYONET MULTI SYS M9,106,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060793958881140,72060793958881128,BL,,,,Chemical Biological Radiological Nuclear (CBRN) Non-commissioned Officer (NCO),106,E-7,74D4O,,0,0,1,1,0,0,23-Mar-2026
72060793958881140,72060793958881140,EQ,,,,CARBINE 5.56MILL M4A1,106,,C06935,A,0,0,0,0,0,1,23-Mar-2026
72060793958881140,72060793958881140,EQ,,,,MASK SYSTEM CHEMICA,106,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060793958881140,72060793958881140,EQ,,,,SIGHT REFLEX COLLIMA,106,,S60288,A,0,0,0,0,0,1,23-Mar-2026
72060793958881140,72060793958881140,EQ,,,,BAYONET MULTI SYS M9,106,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060794061793816,72060793958881128,BL,,,,Senior Information Technical Specialist,106,E-5,25B2O,,0,0,1,1,0,0,23-Mar-2026
72060794061793816,72060794061793816,EQ,,,,MASK SYSTEM CHEMICA,106,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060794061793816,72060794061793816,EQ,,,,CARBINE 5.56MILL M4A1,106,,C06935,A,0,0,0,0,0,1,23-Mar-2026
72060794061793816,72060794061793816,EQ,,,,SIGHT REFLEX COLLIMA,106,,S60288,A,0,0,0,0,0,1,23-Mar-2026
72060794061793816,72060794061793816,EQ,,,,BAYONET MULTI SYS M9,106,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060793958881128,72060793958881128,EQ,,,,DTCTR CHMCL AGNT A,106,,J00697,A,0,0,0,0,0,1,23-Mar-2026
72060793958881128,72060793958881128,EQ,,,,PWR PLT: UTILITY (MD),106,,P63462,A,0,0,0,0,0,1,23-Mar-2026
72060793958881128,72060793958881128,EQ,,,,GEN SET MEP MOD 501-A,106,,G36237,A,0,0,0,0,0,1,23-Mar-2026
72060793958881128,72060793958881128,EQ,,,,COL PROT EQ NBC M20,106,,C79000,A,0,0,0,0,0,1,23-Mar-2026
72060793958881128,72060793958881128,EQ,,,,"COMPUTER GROUP,TACT",106,,C05041,A,0,0,0,0,0,1,23-Mar-2026
72060793958881128,72060793958881128,EQ,,,,COMP ST GN AN/GYK-33D,106,,C18297,A,0,0,0,0,0,1,23-Mar-2026
72060793958881128,72060793958881128,EQ,,,,RADIAC SET AN/VDR-2,106,,R20684,A,0,0,0,0,0,1,23-Mar-2026
72060793958881128,72060793958881128,EQ,,,,COMPUTER SYS: DIG,106,,C27963,A,0,0,0,0,0,2,23-Mar-2026
72060793958881128,72060793958881128,EQ,,,,"COMPUTER GROUP,TACT",106,,C05040,A,0,0,0,0,0,1,23-Mar-2026
72060793958881128,72060793958881128,EQ,,,,RADIAC ST AN/UDR-13,106,,R31061,A,0,0,0,0,0,1,23-Mar-2026
72060793958881128,72060793958881128,EQ,,,,"TRANSFER UNIT,CRYPTOG",106,,C05002,A,0,0,0,0,0,1,23-Mar-2026
72060793958881128,72060793958881128,EQ,,,,MULTIMETER,106,,M05023,A,0,0,0,0,0,1,23-Mar-2026
72060793958881128,72060793958881128,EQ,,,,"TRANSFER UNIT,CRYPTOG",106,,C05002,A,0,0,0,0,0,1,23-Mar-2026
72060793958881128,72060793958881128,EQ,,,,RECEIVE SUITE,106,,R30658,A,0,0,0,0,0,1,23-Mar-2026
72060793958881128,72060793958881128,EQ,,,,COM ST DIG OL-605/TYQ,106,,C05070,A,0,0,0,0,0,1,23-Mar-2026
72060793958881143,72060793958881128,CR,,,,Truck: Light Cargo/Troop,106,,,,0,0,0,0,0,0,23-Mar-2026
72060793958881143,72060793958881143,EQ,,,,NIGHT VIS G AN/PVS-7A,106,,N05482,A,0,0,0,0,0,2,23-Mar-2026
72060793958881143,72060793958881143,EQ,,,,ANT GRP OE-254()/GRC,106,,A79381,A,0,0,0,0,0,1,23-Mar-2026
72060793958881143,72060793958881143,EQ,,,,RADIO SET AN/VRC-92F,106,,R45543,A,0,0,0,0,0,1,23-Mar-2026
72060793958881143,72060793958881143,EQ,,,,TRK UT EX CAP M1152A1,106,,T37588,A,0,0,0,0,0,1,23-Mar-2026
72060793958881143,72060793958881143,EQ,,,,RADIO SET AN/PSC-5C,106,,R57606,A,0,0,0,0,0,1,23-Mar-2026
72060793958881143,72060793958881143,EQ,,,,ENCRYPTION-DECRYPTI,106,,E05008,A,0,0,0,0,0,1,23-Mar-2026
72060793958881143,72060793958881143,EQ,,,,SOFTWARE,106,,M05098,A,0,0,0,0,0,1,23-Mar-2026
72060793958881143,72060793958881143,EQ,,,,"COMPUTER SYSTEM,DIGIT",106,,C05036,A,0,0,0,0,0,1,23-Mar-2026
72060793958881143,72060793958881143,EQ,,,,NA SE SA AN/PSN-13(A),106,,N96248,A,0,0,0,0,0,1,23-Mar-2026
72060795386403790,72060793958881128,BL,,,,Communication Staff Officer,106,O-4,25A00,,1,0,0,1,0,0,23-Mar-2026
72060795386403790,72060795386403790,EQ,,,,MASK SYSTEM CHEMICA,106,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060795386403790,72060795386403790,EQ,,,,BAYONET MULTI SYS M9,106,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060795386403790,72060795386403790,EQ,,,,"PISTOL,9MM,SEMIAUTO",106,,P05043,A,0,0,0,0,0,1,23-Mar-2026
72060795522969876,72060793958881128,BL,,,,Signal Operations Support Specialist,106,E-3,25U1O,,0,0,1,1,0,0,23-Mar-2026
72060795522969876,72060795522969876,EQ,,,,BAYONET MULTI SYS M9,106,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060795522969876,72060795522969876,EQ,,,,MASK SYSTEM CHEMICA,106,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060795522969876,72060795522969876,EQ,,,,SIGHT BORE OPT M150,106,,S45729,A,0,0,0,0,0,1,23-Mar-2026
72060795522969876,72060795522969876,EQ,,,,CARBINE 5.56MILL M4A1,106,,C06935,A,0,0,0,0,0,1,23-Mar-2026
72060795783665895,72060793958881128,BL,,,,Data Operations Warrant Officer (WO),106,W-2,255A0,,0,1,0,1,0,0,23-Mar-2026
72060795783665895,72060795783665895,EQ,,,,MASK SYSTEM CHEMICA,106,,M12986,A,0,0,0,0,0,1,23-Mar-2026
72060795783665895,72060795783665895,EQ,,,,BAYONET MULTI SYS M9,106,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060795783665895,72060795783665895,EQ,,,,SIGHT REFLEX COLLIMA,106,,S60288,A,0,0,0,0,0,1,23-Mar-2026
72060795783665895,72060795783665895,EQ,,,,CARBINE 5.56MILL M4A1,106,,C06935,A,0,0,0,0,0,1,23-Mar-2026
72060793958881145,72060793958881127,UN,,,,Current Operations (CUOPS)/Intelligence/S2,107,,,,1,0,2,3,0,0,23-Mar-2026
72060795522969875,72060793958881145,BL,,,,S2/Intelligence Staff Officer,107,O-4,35A00,,1,0,0,1,0,0,23-Mar-2026
72060795522969875,72060795522969875,EQ,,,,BAYONET MULTI SYS M9,107,,B49004,A,0,0,0,0,0,1,23-Mar-2026
72060795522969875,72060795522969875,EQ,,,,"PISTOL,9MM,SEMIAUTO",107,,P05043,A,0,0,0,0,0,1,23-Mar-2026
72060795522969875,72060795522969875,EQ,,,,MASK SYSTEM CHEMICA,107,,M12986,A,0,0,0,0,0,1,23-Mar-2026
